global	function	access
DAT_8009C5D8	80033bf0	write
DAT_8009C5D8	80182408	write
DAT_8009C5DA	80028398	read
DAT_8009C5DC	8001d5d0	write
DAT_8009C5DC	8002416c	write
DAT_8009C5DC	80028398	read_write
DAT_8009C5DC	8002847c	read_write
DAT_8009C5DC	800289a4	read_write
DAT_8009C5DC	80028a2c	read_write
DAT_8009C5DC	8002cf60	write
DAT_8009C5DC	8002d038	write
DAT_8009C5DC	80033a3c	write
DAT_8009C5DC	80033bf0	write
DAT_8009C5DC	80182408	write
DAT_8009C5DD	8001d5d0	write
DAT_8009C5DD	8002416c	write
DAT_8009C5DD	80033a3c	write
DAT_8009C5DD	80033bf0	write
DAT_8009C5DD	80182408	write
DAT_8009C5DE	80028370	read_write
DAT_8009C5DE	80028398	read_write
DAT_8009C5DE	8002847c	read_write
DAT_8009C5DE	800289a4	write
DAT_8009C5E0	8002847c	read_write
DAT_8009C5E8	8002847c	read_write
DAT_8009C5F0	8002a638	read_write
DAT_8009C5F0	8002a918	read
DAT_8009C5F0	8002c1ac	read
DAT_8009C5F1	8002a638	read_write
DAT_8009C5F1	8002a918	read
DAT_8009C5F1	8002c1ac	read
DAT_8009C5F8	800242bc	read_write
DAT_8009C5F8	80025a1c	read
DAT_8009C5F8	80025c9c	read
DAT_8009C5F8	80025de0	read
DAT_8009C5F8	8002c76c	write
DAT_8009C60A	80024e84	write
DAT_8009C60A	8002847c	read
DAT_8009C60A	8002a918	write
DAT_8009C60A	8002cfdc	read_write
DAT_8009C60A	8002d038	read_write
DAT_8009C60A	8002d0bc	read_write
DAT_8009C60A	8002d2b4	read_write
DAT_8009C60A	8002d354	read_write
DAT_8009C60A	8002d4ac	read_write
DAT_8009C60A	8002d544	read_write
DAT_8009C60A	8002d5cc	read_write
DAT_8009C60A	8002d62c	write
DAT_8009C60A	8002d75c	read_write
DAT_8009C60A	8002d8f4	read_write
DAT_8009C60A	8002d990	read_write
DAT_8009C60A	8002dbe0	read_write
DAT_8009C60A	8002de14	read_write
DAT_8009C60A	8002df60	read_write
DAT_8009C60A	8002f128	write
DAT_8009C60A	800312b8	write
DAT_8009C60A	80034190	write
DAT_8009C60A	80038504	write
DAT_8009C60B	8002d0bc	read_write
DAT_8009C60B	8002d990	write
DAT_8009C60B	8002dbe0	read_write
DAT_8009C60C	8002d62c	write
DAT_8009C60C	8002d75c	read
DAT_8009C60C	8002d8f4	write
DAT_8009C60C	8002f128	write
DAT_8009C60D	80012a44	write
DAT_8009C60D	8002a918	read
DAT_8009C60D	8002cfdc	write
DAT_8009C60D	8002d354	read
DAT_8009C60D	8002d544	read
DAT_8009C60D	8002d75c	write
DAT_8009C60D	8002d8f4	read
DAT_8009C60D	8002d990	read
DAT_8009C60D	8002de14	read
DAT_8009C60D	8002f128	write
DAT_8009C60D	800312b8	write
DAT_8009C60E	8002d62c	write
DAT_8009C60E	8002d75c	read
DAT_8009C60E	8002d8f4	write
DAT_8009C60E	8002f128	write
DAT_8009C610	8002e650	read_write
DAT_8009C610	8002e70c	read_write
DAT_8009C610	8002e9c0	read_write
DAT_8009C610	8002ebac	write
DAT_8009C610	8002eca0	write
DAT_8009C610	8002ee0c	write
DAT_8009C610	8002ef08	write
DAT_8009C610	8002f044	write
DAT_8009C610	8002f128	read_write
DAT_8009C610	8002f6a4	write
DAT_8009C610	8002fbb8	write
DAT_8009C610	8002fc24	write
DAT_8009C610	8002fca4	read_write
DAT_8009C610	80037614	write
DAT_8009C610	800376b4	write
DAT_8009C610	800393b8	read_write
DAT_8009C612	8002eca0	read_write
DAT_8009C612	800376b4	write
DAT_8009C614	8002ff64	write
DAT_8009C618	8002eca0	read_write
DAT_8009C61C	8002eca0	read_write
DAT_8009C620	8002f128	read_write
DAT_8009C622	8002fca4	read_write
DAT_8009C624	8002e70c	read_write
DAT_8009C624	8002ebac	read_write
DAT_8009C624	8002ee0c	read_write
DAT_8009C624	8002ef08	read_write
DAT_8009C624	8002f044	read_write
DAT_8009C624	8002f128	read_write
DAT_8009C624	8002f6a4	read_write
DAT_8009C624	8002fbb8	read_write
DAT_8009C624	8002fc24	read_write
DAT_8009C624	8002fca4	read_write
DAT_8009C628	8002fca4	read_write
DAT_8009C628	8002ff64	write
DAT_8009C62A	8002e9c0	read
DAT_8009C62A	8002eca0	read
DAT_8009C62A	80037614	write
DAT_8009C62A	800376b4	write
DAT_8009C62C	8002e9c0	read
DAT_8009C62C	8002eca0	read
DAT_8009C62C	80037614	write
DAT_8009C62C	800376b4	read_write
DAT_8009C630	8002e70c	read_write
DAT_8009C630	8002e9c0	read
DAT_8009C630	80037614	read_write
DAT_8009C634	8002ee0c	write
DAT_8009C638	8002d038	read
DAT_8009C638	8002d0bc	write
DAT_8009C638	8002d62c	write
DAT_8009C638	8002f128	write
DAT_8009C638	8003d2c0	write
DAT_8009C63C	8002e9c0	read_write
DAT_8009C640	8002fbb8	read_write
DAT_8009C644	8002eca0	read_write
DAT_8009C648	8002eca0	read_write
DAT_8009C650	8003048c	write
DAT_8009C650	800304d0	read
DAT_8009C651	8003048c	write
DAT_8009C652	8003048c	write
DAT_8009C654	8003048c	write
DAT_8009C654	800304d0	read
DAT_8009C655	8003048c	write
DAT_8009C656	8003048c	write
DAT_8009C658	8003048c	write
DAT_8009C658	800304d0	read
DAT_8009C65C	8003031c	read
DAT_8009C65C	800303ec	write
DAT_8009C660	800304d0	read
DAT_8009C662	800304d0	read
DAT_8009C664	800304d0	read
DAT_8009C66C	8003048c	write
DAT_8009C66C	800304d0	read_write
DAT_8009C66D	8003048c	write
DAT_8009C66D	800304d0	read
DAT_8009C670	8003048c	write
DAT_8009C670	800304d0	read_write
DAT_8009C672	8003048c	write
DAT_8009C672	800304d0	read_write
DAT_8009C673	800303ec	write
DAT_8009C673	80031388	read_write
DAT_8009C674	8003048c	write
DAT_8009C674	800304d0	read
DAT_8009C678	800303ec	write
DAT_8009C678	80031388	read_write
DAT_8009C679	8003031c	read
DAT_8009C679	80031388	read_write
DAT_8009C67A	800303ec	write
DAT_8009C680	8002d0bc	write
DAT_8009C680	8002d544	read
DAT_8009C680	80033ed0	read
DAT_8009C680	80034190	write
DAT_8009C684	80031b58	read
DAT_8009C684	80033144	read
DAT_8009C684	80033e98	read
DAT_8009C684	800340e8	read
DAT_8009C688	8001d5d0	read_write
DAT_8009C688	80034d30	read
DAT_8009C688	80035b68	write
DAT_8009C68C	80016418	read_write
DAT_8009C68C	80022174	read_write
DAT_8009C68C	80034d30	read
DAT_8009C68C	80035ac8	read_write
DAT_8009C68C	80035b68	write
DAT_8009C690	80016418	write
DAT_8009C690	800341f8	read_write
DAT_8009C690	80034d30	read_write
DAT_8009C690	80035ac8	write
DAT_8009C694	80016418	read_write
DAT_8009C694	800341f8	read_write
DAT_8009C694	80034d30	read
DAT_8009C694	80035ac8	read_write
DAT_8009C698	80016418	read
DAT_8009C698	80035ac8	read
DAT_8009C69C	80016418	read
DAT_8009C69C	80035ac8	read_write
DAT_8009C6A0	80012d60	read
DAT_8009C6A0	80035e4c	write
DAT_8009C6A0	80035eb0	read_write
DAT_8009C6A0	80035f58	write
DAT_8009C6A0	80044084	read
DAT_8009C6A8	80036ef0	read
DAT_8009C6A8	8003712c	read
DAT_8009C6A8	80038bf0	write
DAT_8009C6AC	80038eb8	write
DAT_8009C6B2	8003876c	write
DAT_8009C6B4	800219ac	write
DAT_8009C6B8	8001b100	write
DAT_8009C6B8	800219ac	write
DAT_8009C6B8	80023200	read_write
DAT_8009C6B8	80026384	write
DAT_8009C6B8	8002847c	write
DAT_8009C6B8	8002a484	read_write
DAT_8009C6B8	8002ae34	read_write
DAT_8009C6B8	80032078	read_write
DAT_8009C6B8	80037d3c	read
DAT_8009C6B8	8006aed4	write
DAT_8009C6BC	80038bf0	write
DAT_8009C6BC	80038e10	read
DAT_8009C6BC	800393b8	write
DAT_8009C6C0	80023200	write
DAT_8009C6C1	8002f128	write
DAT_8009C6C1	80036f7c	read
DAT_8009C6C1	80038bf0	write
DAT_8009C6C4	800379f0	read_write
DAT_8009C6C6	800379f0	read_write
DAT_8009C6C8	8002f128	write
DAT_8009C6C8	80036e7c	read
DAT_8009C6C8	8003712c	read
DAT_8009C6C8	80038bf0	write
DAT_8009C6CC	8003868c	write
DAT_8009C6CC	8003876c	write
DAT_8009C6CC	800387d4	write
DAT_8009C6CC	80038adc	write
DAT_8009C6CC	80038bf0	write
DAT_8009C6CC	80038e10	write
DAT_8009C6CC	80038eb8	write
DAT_8009C6CC	800393b8	read_write
DAT_8009C6D0	8001b100	read
DAT_8009C6D0	800242bc	read
DAT_8009C6D0	80026384	read
DAT_8009C6D0	8002f128	read_write
DAT_8009C6D0	80033ed0	read
DAT_8009C6D0	80036e7c	read
DAT_8009C6D0	80036ef0	read
DAT_8009C6D0	80036f7c	read_write
DAT_8009C6D0	8003712c	read_write
DAT_8009C6D0	80038bf0	read_write
DAT_8009C6D0	8003d638	write
DAT_8009C6D0	8003dde0	read
DAT_8009C6D0	8003e5e4	read
DAT_8009C6D0	8003e9a8	read_write
DAT_8009C6D1	800219ac	write
DAT_8009C6D1	80023200	read_write
DAT_8009C6D1	800389ac	read
DAT_8009C6D1	8006b170	write
DAT_8009C6D2	80037614	write
DAT_8009C6D2	800376b4	write
DAT_8009C6D2	800393b8	read_write
DAT_8009C6D6	800393b8	write
DAT_8009C6D6	80039770	read_write
DAT_8009C6D8	800219ac	read_write
DAT_8009C6D8	80023200	read_write
DAT_8009C6D8	80038a18	read
DAT_8009C6D9	80039770	read_write
DAT_8009C6DA	800393b8	read_write
DAT_8009C6DC	80037990	read_write
DAT_8009C6DC	800379f0	read_write
DAT_8009C6DE	8003753c	read_write
DAT_8009C6DF	8003a8f0	read_write
DAT_8009C6E0	8003712c	read_write
DAT_8009C6E0	80038bf0	write
DAT_8009C6E1	80023200	write
DAT_8009C6E1	8002a484	write
DAT_8009C6E1	80037d3c	read
DAT_8009C6E4	80039ab0	write
DAT_8009C6E4	8003a0cc	read_write
DAT_8009C6EA	80024e84	write
DAT_8009C6EA	80031228	write
DAT_8009C6EA	80038504	write
DAT_8009C6EC	80024e84	write
DAT_8009C6EC	8002d0bc	read
DAT_8009C6EC	80038504	write
DAT_8009C6EE	80024e84	write
DAT_8009C6EE	80038504	write
DAT_8009C6F2	80017544	read
DAT_8009C6F2	8001798c	read
DAT_8009C6F2	80019c58	read
DAT_8009C6F2	8001b100	read
DAT_8009C6F2	8001d5d0	read
DAT_8009C6F2	800219ac	read
DAT_8009C6F2	80024e84	write
DAT_8009C6F2	80026384	read
DAT_8009C6F2	80038504	write
DAT_8009C6F3	80017544	read
DAT_8009C6F3	8001798c	read
DAT_8009C6F3	80019c58	read
DAT_8009C6F3	8001bcbc	read
DAT_8009C6F3	80020eb0	read
DAT_8009C6F3	800219ac	read
DAT_8009C6F3	80024444	read
DAT_8009C6F3	80024e84	write
DAT_8009C6F3	8002d0bc	read
DAT_8009C6F3	80038504	read_write
DAT_8009C6F3	80070d3c	read
DAT_8009C6F3	800719ec	read
DAT_8009C6F4	80020eb0	write
DAT_8009C6F4	8002d0bc	read
DAT_8009C6F6	80024e84	write
DAT_8009C6F6	80038504	write
DAT_8009C6F8	8002d4ac	read
DAT_8009C6F9	80017930	read
DAT_8009C6F9	8001798c	read
DAT_8009C6F9	80024a38	read
DAT_8009C6F9	80024e84	write
DAT_8009C6F9	80024f14	read_write
DAT_8009C6F9	8002d354	read
DAT_8009C6F9	80038504	write
DAT_8009C6F9	80071a28	read
DAT_8009C6FA	8002d0bc	read_write
DAT_8009C6FA	8002de14	write
DAT_8009C6FA	80031228	write
DAT_8009C6FA	80038504	write
DAT_8009C6FB	8002d62c	write
DAT_8009C6FC	8001798c	read_write
DAT_8009C6FC	80024e84	write
DAT_8009C6FC	8002d0bc	write
DAT_8009C6FC	80038504	write
DAT_8009C700	8003cb44	write
DAT_8009C700	8003cc58	read
DAT_8009C708	8003cfc4	write
DAT_8009C708	8003d014	read
DAT_8009C70A	8003cfc4	write
DAT_8009C70A	8003d014	read
DAT_8009C70C	8003cd78	write
DAT_8009C70C	8003ce34	read_write
DAT_8009C70C	8003cea4	read_write
DAT_8009C710	80022174	read
DAT_8009C710	800223b0	read
DAT_8009C710	80024078	read
DAT_8009C710	8002416c	read
DAT_8009C710	8002a918	read
DAT_8009C710	800304d0	read
DAT_8009C710	800335b8	read
DAT_8009C710	80033a3c	write
DAT_8009C710	80033bf0	write
DAT_8009C710	8003753c	read
DAT_8009C710	800393b8	read
DAT_8009C710	8003cea4	write
DAT_8009C710	8003cfc4	read_write
DAT_8009C710	8003d014	write
DAT_8009C710	80056620	read
DAT_8009C710	80182408	read
DAT_8009C712	800304d0	read
DAT_8009C712	8003cd78	read
DAT_8009C712	8003cea4	write
DAT_8009C712	8003cfc4	read
DAT_8009C712	80182408	read
DAT_8009C714	8003cd78	write
DAT_8009C714	8003cea4	read_write
DAT_8009C718	8003cd78	write
DAT_8009C718	8003cea4	read_write
DAT_8009C71C	8002cf60	write
DAT_8009C71C	8003cde4	write
DAT_8009C71C	8003cea4	read
DAT_8009C71E	8003cfc4	write
DAT_8009C71E	8003d014	read
DAT_8009C720	80036f7c	read_write
DAT_8009C720	8003cd78	write
DAT_8009C720	8003cea4	read_write
DAT_8009C724	8002cf60	write
DAT_8009C724	8003cde4	write
DAT_8009C724	8003cea4	read
DAT_8009C728	800208e8	read
DAT_8009C728	800219ac	read
DAT_8009C728	80022174	read
DAT_8009C728	800223b0	read
DAT_8009C728	800304d0	read
DAT_8009C728	80031388	read
DAT_8009C728	800335b8	read
DAT_8009C728	80033a3c	read
DAT_8009C728	80033bf0	read
DAT_8009C728	80036f7c	read
DAT_8009C728	8003cea4	write
DAT_8009C728	8003cfc4	read_write
DAT_8009C728	8003d014	write
DAT_8009C728	80056620	read
DAT_8009C728	80180390	read
DAT_8009C728	80181408	read
DAT_8009C728	80182408	read
DAT_8009C72A	800304d0	read
DAT_8009C72A	8003cd78	read
DAT_8009C72A	8003cea4	write
DAT_8009C72A	8003cfc4	read
DAT_8009C72A	80181408	read
DAT_8009C72A	80182408	read
DAT_8009C72C	80016f50	read
DAT_8009C72C	8001b100	read
DAT_8009C72C	8001bcbc	read
DAT_8009C72C	8001d5d0	read
DAT_8009C72C	800208e8	read
DAT_8009C72C	80020eb0	read
DAT_8009C72C	800219ac	read
DAT_8009C72C	80022174	read
DAT_8009C72C	800223b0	read
DAT_8009C72C	80026384	read
DAT_8009C72C	8002847c	read
DAT_8009C72C	8002a918	read
DAT_8009C72C	8002ae34	read
DAT_8009C72C	8002d990	read
DAT_8009C72C	8002f128	read
DAT_8009C72C	800304d0	read
DAT_8009C72C	80031388	read
DAT_8009C72C	80033a3c	read
DAT_8009C72C	80033bf0	read
DAT_8009C72C	80035eb0	read
DAT_8009C72C	8003712c	read
DAT_8009C72C	8003753c	read
DAT_8009C72C	800393b8	read
DAT_8009C72C	80039770	read
DAT_8009C72C	8003ba24	read
DAT_8009C72C	8003cc58	read
DAT_8009C72C	8003cea4	write
DAT_8009C72C	8003cfc4	read_write
DAT_8009C72C	8003d014	write
DAT_8009C72C	8003fbf8	read
DAT_8009C72C	80043cd4	read
DAT_8009C72C	80044084	read
DAT_8009C72C	80056620	read
DAT_8009C72C	80180390	read
DAT_8009C72C	80181408	read
DAT_8009C72C	80182408	read
DAT_8009C72E	8002847c	read
DAT_8009C72E	8002d990	read
DAT_8009C72E	800304d0	read
DAT_8009C72E	8003cd78	read
DAT_8009C72E	8003cea4	write
DAT_8009C72E	8003cfc4	read
DAT_8009C72E	80056620	read
DAT_8009C72E	80181408	read
DAT_8009C72E	80182408	read
DAT_8009C730	8003e9a8	read_write
DAT_8009C734	8003f768	read_write
DAT_8009C738	8003fffc	read_write
DAT_8009C738	80040038	read_write
DAT_8009C738	80180390	write
DAT_8009C739	8003e5e4	write
DAT_8009C739	8003e9a8	write
DAT_8009C739	8003f768	write
DAT_8009C739	8003fa30	read
DAT_8009C73A	8003f69c	write
DAT_8009C73A	8003f768	read
DAT_8009C73A	8003fbf8	read
DAT_8009C73C	8003d208	read
DAT_8009C73C	8003d2c0	write
DAT_8009C73C	8003d484	write
DAT_8009C73C	8003e9a8	read_write
DAT_8009C740	8003e9a8	read
DAT_8009C740	8003f768	read
DAT_8009C744	8003dde0	read_write
DAT_8009C748	8003e5e4	read
DAT_8009C748	8003e9a8	read_write
DAT_8009C748	8003f768	read
DAT_8009C74D	8003e5e4	read
DAT_8009C74D	8003e9a8	read
DAT_8009C74D	8003fa7c	write
DAT_8009C74D	8003fbf8	write
DAT_8009C74E	8003e5c0	read_write
DAT_8009C74E	8003e5e4	read_write
DAT_8009C74E	8003e9a8	read_write
DAT_8009C74E	8003f768	read_write
DAT_8009C74E	8003fa30	write
DAT_8009C74E	8003fa64	write
DAT_8009C750	80028a2c	write
DAT_8009C750	8002d62c	write
DAT_8009C750	8003e5e4	write
DAT_8009C750	8003e9a8	write
DAT_8009C751	8003dde0	read_write
DAT_8009C751	8003fa64	write
DAT_8009C752	8003e5e4	read
DAT_8009C752	8003e9a8	read_write
DAT_8009C752	8003fa7c	write
DAT_8009C754	8003e5e4	read_write
DAT_8009C754	8003e9a8	read_write
DAT_8009C754	8003fa7c	write
DAT_8009C756	8003dde0	read
DAT_8009C757	8003e5c0	write
DAT_8009C757	8003f768	read
DAT_8009C758	8003dde0	read_write
DAT_8009C75A	8003dde0	read_write
DAT_8009C75C	8003e5e4	read
DAT_8009C75C	8003e9a8	read_write
DAT_8009C75C	8003fa7c	write
DAT_8009C760	8003dde0	read_write
DAT_8009C764	8003f69c	write
DAT_8009C764	8003f768	read_write
DAT_8009C764	8003fbf8	read_write
DAT_8009C768	8003e9a8	read
DAT_8009C768	8003fa7c	write
DAT_8009C769	8003dde0	read
DAT_8009C76C	80040138	write
DAT_8009C770	8003f768	read
DAT_8009C770	8003fa64	write
DAT_8009C771	8003e5e4	read_write
DAT_8009C771	8003e9a8	read_write
DAT_8009C774	8003dde0	read
DAT_8009C77A	8003fbf8	read_write
DAT_8009C77A	80040038	write
DAT_8009C77A	80180390	write
DAT_8009C77B	8003fbf8	read
DAT_8009C77B	8003fffc	write
DAT_8009C77B	80040038	write
DAT_8009C780	8002ef08	read_write
DAT_8009C780	8003868c	read_write
DAT_8009C784	8003d208	read_write
DAT_8009C784	8003d2c0	read_write
DAT_8009C784	800401a4	write
DAT_8009C788	8002ef08	read
DAT_8009C788	8003868c	read
DAT_8009C788	8004022c	write
DAT_8009C794	80029280	write
DAT_8009C794	80040c04	write
DAT_8009C794	800418c0	read_write
DAT_8009C7A4	80040530	read_write
DAT_8009C7A4	800406b4	write
DAT_8009C7A6	800403d0	read_write
DAT_8009C7A6	800406b4	write
DAT_8009C7A8	80043e3c	write
DAT_8009C7A8	80044084	read_write
DAT_8009C7B0	80044570	write
DAT_8009C7B0	800445f8	read
DAT_8009C7B0	80044ac4	read
DAT_8009C7B0	80044cf4	read
DAT_8009C7B1	80044570	write
DAT_8009C7B1	80044ac4	read_write
DAT_8009C7B1	80044cf4	read_write
DAT_8009C7B4	8003dde0	read
DAT_8009C7B4	80044ac4	read
DAT_8009C7B4	80045190	read
DAT_8009C7B8	80044570	write
DAT_8009C7B8	80044ac4	read_write
DAT_8009C7BA	80044698	write
DAT_8009C7BA	80044734	write
DAT_8009C7BA	800447a0	write
DAT_8009C7BA	80044cf4	read
DAT_8009C7BC	80044204	write
DAT_8009C7BC	800444f4	read_write
DAT_8009C7BC	80044570	write
DAT_8009C7BC	800445f8	read
DAT_8009C7BC	80044ac4	read_write
DAT_8009C7BC	80044cf4	read_write
DAT_8009C7C0	8003dde0	read
DAT_8009C7C0	80044378	write
DAT_8009C7C0	80044ac4	read_write
DAT_8009C7C0	80044cf4	read
DAT_8009C7C0	80045190	read
DAT_8009C7C4	80044698	write
DAT_8009C7C4	80044734	write
DAT_8009C7C4	800447a0	write
DAT_8009C7C4	80044cf4	read
DAT_8009C7C8	80044698	write
DAT_8009C7C8	800447a0	write
DAT_8009C7C8	80044cf4	read
DAT_8009C7CA	80044378	write
DAT_8009C7CA	80044570	read_write
DAT_8009C7CA	80044ac4	read_write
DAT_8009C7CA	80044cf4	read_write
DAT_8009C7CB	80044378	write
DAT_8009C7CB	80044ac4	read_write
DAT_8009C7CC	80044cf4	read_write
DAT_8009C7CD	80044570	write
DAT_8009C7CD	80044cf4	read_write
DAT_8009C7D4	8003dde0	read
DAT_8009C7D4	80044ac4	write
DAT_8009C7D4	80044cf4	read
DAT_8009C7D8	80046c24	read
DAT_8009C7D8	800474e0	read
DAT_8009C7D8	800498c4	read
DAT_8009C7D8	80049984	write
DAT_8009C7D8	800499d4	read
DAT_8009C7D8	80049a24	read
DAT_8009C7D8	80049a34	read
DAT_8009C7D8	80049a6c	read
DAT_8009C7D8	80049a7c	read
DAT_8009C7D8	80049a90	read
DAT_8009C7D8	80049ad0	read
DAT_8009C7D8	80049b54	read
DAT_8009C7D8	80049bec	read
DAT_8009C7D8	80049c70	read
DAT_8009C7D8	80049d88	read
DAT_8009C7D8	80049db0	read
DAT_8009C7D8	80049ef4	read
DAT_8009C7D8	80049f84	read
DAT_8009C7D8	8004a03c	read
DAT_8009C7D8	8004a0d0	read
DAT_8009C7D8	8004a140	read
DAT_8009C7D8	8004a188	read
DAT_8009C7D8	8004a268	read
DAT_8009C7D8	8004a358	read
DAT_8009C7D8	8004a3a0	read
DAT_8009C7D8	8004a3e0	read
DAT_8009C7D8	8004a58c	read
DAT_8009C7D8	8004a70c	read
DAT_8009C7D8	8004a788	read
DAT_8009C7D8	8004a8cc	read
DAT_8009C7D8	8004a9a8	read
DAT_8009C7D8	8004ab88	read
DAT_8009C7D8	8004abf4	read
DAT_8009C7D8	8004ac50	read
DAT_8009C7D8	8004ace4	read
DAT_8009C7D8	8004ad74	read
DAT_8009C7D8	8004add0	read
DAT_8009C7D8	8004af8c	read
DAT_8009C7D8	8004b174	read
DAT_8009C7D8	8004b278	read
DAT_8009C7D8	8004b804	read
DAT_8009C7D8	8004b92c	read
DAT_8009C7D8	8004bb78	read
DAT_8009C7D8	8004bb9c	read
DAT_8009C7D8	8004bbc4	read
DAT_8009C7D8	8004bce4	read
DAT_8009C7D8	8004bda0	read
DAT_8009C7D8	8004be20	read
DAT_8009C7D8	8004be70	read
DAT_8009C7D8	8004bf74	read
DAT_8009C7D8	8004c04c	read
DAT_8009C7D8	8004c178	read
DAT_8009C7D8	8004c318	read
DAT_8009C7D8	8004c5a4	read
DAT_8009C7D8	8004ca58	read
DAT_8009C7D8	8004cc0c	read
DAT_8009C7D8	8004ccdc	read
DAT_8009C7D8	8004cd58	read
DAT_8009C7D8	8004cef0	read
DAT_8009C7D8	8004cf4c	read
DAT_8009C7DC	800459d0	read_write
DAT_8009C7DC	80046c24	write
DAT_8009C7E0	80045204	read
DAT_8009C7E0	8004525c	read
DAT_8009C7E0	8004527c	read
DAT_8009C7E0	8004534c	read
DAT_8009C7E0	80045414	read
DAT_8009C7E0	800454f8	read
DAT_8009C7E0	80045510	read
DAT_8009C7E0	800455d0	read
DAT_8009C7E0	800456c4	read
DAT_8009C7E0	800457f0	read
DAT_8009C7E0	80045918	read
DAT_8009C7E0	80045940	read
DAT_8009C7E0	800459d0	read
DAT_8009C7E0	800460a4	read
DAT_8009C7E0	80046154	read
DAT_8009C7E0	800463f8	read
DAT_8009C7E0	80046750	read
DAT_8009C7E0	800469ac	read
DAT_8009C7E0	80046c24	read_write
DAT_8009C7E0	80046e4c	read
DAT_8009C7E0	80046ec4	read_write
DAT_8009C7E0	80047278	read
DAT_8009C7E0	80047430	read
DAT_8009C7E0	800474cc	read
DAT_8009C7E0	800474e0	read
DAT_8009C7E0	80047540	read
DAT_8009C7E0	800475d0	read
DAT_8009C7E0	80047660	read
DAT_8009C7E0	80047738	read
DAT_8009C7E0	800477a4	read
DAT_8009C7E0	800477cc	read
DAT_8009C7E0	80047910	read_write
DAT_8009C7E0	80047acc	read_write
DAT_8009C7E0	80047b44	read
DAT_8009C7E0	80047c18	read
DAT_8009C7E0	80047cf4	read
DAT_8009C7E0	80047d7c	read
DAT_8009C7E0	80047ef8	read
DAT_8009C7E0	80047f60	read
DAT_8009C7E0	80047ff8	read
DAT_8009C7E0	80048044	read
DAT_8009C7E0	80048154	read
DAT_8009C7E0	80048240	read
DAT_8009C7E0	80048354	read
DAT_8009C7E0	800483c8	read
DAT_8009C7E0	8004843c	read
DAT_8009C7E0	800484cc	read
DAT_8009C7E0	80048740	read
DAT_8009C7E0	80048ae8	read
DAT_8009C7E0	80048bf8	read
DAT_8009C7E0	80048db0	read
DAT_8009C7E0	80048eb8	read
DAT_8009C7E0	80049198	read
DAT_8009C7E0	800493a4	read
DAT_8009C7E0	800494a0	read
DAT_8009C7E0	80049580	read
DAT_8009C7E0	80049598	read
DAT_8009C7E0	800495b0	read
DAT_8009C7E0	800495c8	read
DAT_8009C7E0	80049690	read
DAT_8009C7E0	800496c0	read
DAT_8009C7E0	80049798	read
DAT_8009C7E0	80049824	read
DAT_8009C7E0	80049888	read
DAT_8009C7E8	80051af4	read_write
DAT_8009C7EA	80051af4	write
DAT_8009C7EC	80051af4	write
DAT_8009C7EE	80051af4	write
DAT_8009C7F0	8005b444	read_write
DAT_8009C7F2	8005b444	write
DAT_8009C7F4	8005b444	write
DAT_8009C7F6	8005b444	write
DAT_8009C7F8	80051904	read
DAT_8009C7F8	80051c54	read
DAT_8009C7F8	800557e8	read
DAT_8009C7F8	8005622c	read_write
DAT_8009C7F8	8005b0bc	read_write
DAT_8009C7F8	8005b5cc	read_write
DAT_8009C7F8	8005c310	read
DAT_8009C7FA	80051904	read
DAT_8009C7FA	80051c54	read
DAT_8009C7FA	800544a4	read
DAT_8009C7FA	8005b0bc	read_write
DAT_8009C7FA	8005b258	read
DAT_8009C7FA	8005b5cc	read_write
DAT_8009C7FA	8005c3b4	read
DAT_8009C7FC	80051904	read_write
DAT_8009C7FC	8005567c	read
DAT_8009C7FC	8005622c	read_write
DAT_8009C7FC	8005b0bc	read_write
DAT_8009C7FC	8005b258	read
DAT_8009C7FC	8005b5cc	read_write
DAT_8009C7FC	8005c3b4	read
DAT_8009C800	80051904	read_write
DAT_8009C800	8005622c	write
DAT_8009C804	80051904	read_write
DAT_8009C804	8005622c	write
DAT_8009C808	800563b0	read
DAT_8009C808	80056620	read
DAT_8009C80A	80056620	read
DAT_8009C80C	80056620	read_write
DAT_8009C80E	800563b0	read
DAT_8009C80E	80056620	read_write
DAT_8009C80F	80056620	read_write
DAT_8009C810	800563b0	read
DAT_8009C810	80056620	read_write
DAT_8009C811	80056620	read_write
DAT_8009C818	80069d90	read_write
DAT_8009C818	8006a354	read
DAT_8009C818	8006a4d8	read
DAT_8009C81C	80069d90	read_write
DAT_8009C81C	8006a4d8	read
DAT_8009C838	800170c4	read_write
DAT_8009C838	800193dc	read_write
DAT_8009C838	8002be90	read_write
DAT_8009C838	8002e9c0	read_write
DAT_8009C838	8002ff64	read_write
DAT_8009C838	80032558	read_write
DAT_8009C83A	800170c4	write
DAT_8009C83A	800193dc	write
DAT_8009C83A	8002be90	write
DAT_8009C83A	8002e9c0	write
DAT_8009C83A	8002ff64	write
DAT_8009C83A	80032558	write
DAT_8009C83C	800170c4	write
DAT_8009C83C	800193dc	write
DAT_8009C83C	8002be90	write
